 j, initial, exact, minmod1, minmod2, superbee
  -2.00000009E-03 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   0.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.00000009E-03 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.00000019E-03 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.00000005E-03 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.00000038E-03 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   1.00000007E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   1.20000001E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   1.40000004E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   1.60000008E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   1.80000011E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.00000014E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.20000017E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.40000002E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.60000005E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   2.80000009E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   3.00000012E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   3.20000015E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   3.40000018E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   3.60000022E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   3.80000025E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.00000028E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.20000032E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.40000035E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.60000038E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   4.80000004E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   5.00000007E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   5.20000011E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   5.40000014E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   5.60000017E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   5.80000021E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.00000024E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.20000027E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.40000030E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.59999996E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   6.80000037E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   7.00000003E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   7.20000044E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   7.40000010E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   7.60000050E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   7.80000016E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.00000057E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.20000023E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.40000063E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.60000029E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   8.80000070E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   9.00000036E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   9.20000076E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   9.40000042E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   9.60000008E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
   9.80000049E-02 ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.100000001     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.102000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.104000002     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.106000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.108000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.110000007     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.112000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.114000008     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.116000004     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.118000008     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.120000005     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.122000009     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.124000005     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.126000002     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.128000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.130000010     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.131999999     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.134000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.136000007     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.138000011     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.140000001     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.142000005     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.144000009     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.146000013     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.148000002     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.150000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.152000010     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.154000014     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.156000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.158000007     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.160000011     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.162000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.164000005     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.166000009     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.168000013     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.170000002     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.172000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.174000010     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.176000014     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.178000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.180000007     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.182000011     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.184000015     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.186000004     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.188000008     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.190000013     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.192000002     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.194000006     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.196000010     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.198000014     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.200000003     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.202000007     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.204000011     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.206000015     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.208000004     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.210000008     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
  0.212000012     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000     ,   1.00000000    
